Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,model,brand,Car_Age
6,5000,3,1,0,18.6,1197.0,81.83,5.0,6.5,1804,8,2
0,66000,1,1,0,26.0,1498.0,98.6,5.0,5.7,370,7,6
0,119000,1,1,0,12.99,2494.0,100.0,8.0,8.0,875,24,7
2,45000,3,1,0,25.17,799.0,53.3,5.0,2.6,945,21,4
5,66149,3,1,0,19.0,998.0,66.1,5.0,2.45,73,15,11
7,42070,3,0,0,14.8,1595.0,120.7,5.0,11.57,202,16,6
8,35503,3,1,0,18.9,998.0,67.1,5.0,2.3,1633,15,8
6,41460,1,1,0,25.2,1248.0,74.0,5.0,5.9,1474,15,4
9,40600,3,0,0,17.0,1591.0,121.3,5.0,7.2,1605,8,5
0,87000,1,0,0,22.0,1582.0,126.2,5.0,5.9,1591,8,7
2,30000,3,1,2,16.8,1497.0,116.3,5.0,6.0,363,7,6
8,27089,3,1,0,16.0,1086.0,66.7,5.0,1.95,1796,8,10
3,53702,1,1,0,23.59,1364.0,67.04,5.0,6.55,638,24,4
5,51000,1,0,0,27.03,1969.0,190.0,5.0,25.0,1286,26,5
8,36542,1,1,0,20.0,1399.0,68.05,5.0,2.65,711,6,8
9,15000,1,0,0,13.0,2987.0,265.0,5.0,69.5,518,16,3
2,65000,1,0,0,22.69,1995.0,190.0,5.0,14.0,10,1,8
10,32000,3,1,2,22.74,796.0,47.3,5.0,2.1,140,15,6
5,24393,1,1,0,13.68,2393.0,147.8,7.0,20.4,884,24,3
5,1000,3,1,0,18.78,999.0,75.0,5.0,5.68,1128,25,1
9,28238,3,1,0,13.24,1598.0,102.5,5.0,5.55,1502,19,6
9,59000,1,1,0,13.5,2477.0,175.56,7.0,12.75,1114,18,7
9,92000,3,1,2,14.8,1799.0,130.2,5.0,3.35,402,7,8
8,56840,3,1,0,22.74,796.0,47.3,5.0,1.55,138,15,7
3,62746,1,1,2,20.54,1598.0,103.6,5.0,5.9,1547,25,7
5,96000,1,0,0,12.35,2179.0,187.74,5.0,18.98,1247,13,8
9,24000,3,1,0,13.7,1997.0,153.86,5.0,11.51,274,7,6
9,54000,1,1,0,20.77,1248.0,88.76,7.0,7.75,618,15,4
2,90000,1,1,0,12.99,2494.0,100.6,7.0,13.9,863,24,4
8,40000,3,1,0,15.0,1368.0,90.0,5.0,1.35,988,23,10
9,65938,1,0,2,12.07,2967.0,241.4,7.0,38.0,1176,0,5
9,16100,3,0,0,17.1,1591.0,121.4,5.0,11.6,1582,8,3
5,3600,1,0,0,21.5,1498.0,108.5,5.0,12.25,1536,25,3
6,52000,3,1,0,17.0,1497.0,118.0,5.0,3.8,354,7,9
9,54000,1,1,0,20.0,1399.0,68.05,5.0,3.25,714,6,6
9,15399,3,1,0,18.7,1199.0,88.7,5.0,6.4,897,7,4
1,75000,3,1,2,16.47,1198.0,73.9,5.0,3.95,1145,25,8
4,76752,3,1,0,17.4,1497.0,117.3,5.0,3.57,393,7,10
9,56000,3,1,2,17.7,1497.0,78.0,5.0,1.25,368,7,15
10,70000,0,1,0,26.2,998.0,58.2,5.0,3.65,1636,15,5
8,46125,3,0,2,12.0,2354.0,187.4,5.0,12.5,279,7,7
0,35000,1,0,2,18.12,1995.0,190.0,5.0,23.0,36,1,6
3,62729,1,1,0,12.05,2179.0,120.0,8.0,6.32,1382,14,8
8,34000,1,1,0,20.54,1598.0,103.6,5.0,3.4,1546,25,8
6,70000,3,1,2,17.3,993.0,60.0,5.0,0.77,1769,15,21
6,32000,3,1,0,16.1,796.0,37.0,4.0,0.9,64,15,11
4,21000,3,0,0,14.28,1798.0,138.03,5.0,18.0,432,24,3
10,49000,3,0,0,14.59,1997.0,245.0,5.0,19.0,19,1,7
2,40000,3,1,3,13.8,1299.0,70.0,5.0,1.1,808,6,13
10,78000,3,1,2,18.6,1199.0,79.4,5.0,2.0,236,3,8
0,52000,1,1,0,21.43,1364.0,86.79,5.0,6.5,425,24,8
1,65213,1,1,0,16.0,2179.0,140.0,7.0,9.45,1709,14,6
9,170000,1,1,0,24.4,1120.0,71.0,5.0,4.0,1717,8,4
7,36884,1,0,0,13.0,2143.0,204.0,5.0,32.25,516,16,3
10,62500,3,1,0,20.36,1197.0,78.9,5.0,2.1,1798,8,11
9,68000,3,0,2,14.28,1798.0,138.03,5.0,9.75,447,24,5
8,40748,3,1,0,14.53,1798.0,138.0,5.0,6.3,424,24,6
5,60000,1,0,0,17.32,1968.0,184.0,5.0,21.0,1156,0,7
9,12400,1,1,0,21.9,1396.0,88.8,5.0,4.65,1857,8,6
9,87000,1,0,2,19.27,2143.0,167.62,5.0,17.0,1052,16,7
10,20248,1,1,0,21.1,1248.0,73.9,5.0,4.35,1231,15,7
3,52383,1,1,0,19.67,1582.0,126.2,5.0,14.82,465,8,3
4,1000,1,0,0,13.6,1999.0,177.0,5.0,40.0,1689,11,2
2,85000,1,1,0,14.95,2489.0,93.7,7.0,6.15,1742,14,4
0,47000,1,1,0,12.99,2494.0,100.6,7.0,11.25,856,24,6
10,17585,3,0,0,19.16,2494.0,157.7,5.0,32.0,286,24,2
3,32496,1,0,0,13.22,2967.0,241.4,5.0,45.62,1169,0,2
7,34613,1,1,0,28.4,1248.0,74.0,5.0,6.24,1473,15,3
2,153000,1,1,0,20.77,1248.0,88.76,7.0,4.8,619,15,5
2,54000,3,1,2,16.1,1197.0,85.0,5.0,4.5,1484,15,6
7,16900,3,1,0,20.36,1197.0,78.9,5.0,3.87,1798,8,5
4,62334,3,1,0,20.36,1197.0,78.9,5.0,2.75,1798,8,7
7,23714,3,1,0,21.4,1197.0,83.1,5.0,6.57,223,15,2
6,52325,3,1,0,16.36,1495.0,93.7,5.0,2.0,114,8,10
0,50000,3,1,0,19.4,1198.0,86.8,5.0,3.65,259,7,8
5,55746,1,1,0,22.9,1248.0,74.0,5.0,6.95,1487,15,4
1,54000,3,1,0,20.14,1197.0,81.86,5.0,5.5,1735,8,6
8,43000,1,1,0,16.0,2179.0,140.0,7.0,7.0,1714,14,7
4,40000,1,0,0,13.0,2143.0,201.1,5.0,24.0,529,16,6
1,125000,1,0,2,13.0,2179.0,115.0,5.0,11.0,1251,13,10
1,51944,1,0,0,19.27,2143.0,170.0,5.0,32.5,1045,16,4
7,46950,1,1,0,21.27,1396.0,88.76,5.0,6.45,1845,8,5
9,23000,1,0,0,19.3,1968.0,141.0,5.0,15.75,1081,22,5
9,54546,3,1,0,17.0,1497.0,118.0,5.0,5.5,354,7,6
7,51535,1,0,0,12.55,2982.0,168.5,7.0,19.03,729,24,5
8,45000,1,0,0,17.32,1968.0,184.0,5.0,15.25,1156,0,7
5,46004,3,1,0,20.92,998.0,67.1,5.0,2.4,142,15,8
2,124000,1,1,0,23.03,1396.0,69.0,5.0,2.3,849,23,9
7,77395,1,0,0,17.11,1968.0,174.33,5.0,14.35,81,0,6
9,10600,0,1,0,33.44,796.0,40.3,4.0,3.5,133,15,2
7,22974,3,0,0,18.0,1497.0,117.3,5.0,11.97,391,7,2
6,89000,3,1,2,18.0,999.0,117.3,5.0,1.6,1328,8,11
0,65012,1,1,0,14.24,2755.0,174.5,7.0,18.9,725,24,5
0,17125,3,1,0,18.9,1197.0,82.0,5.0,5.4,795,8,3
5,90413,3,1,0,15.1,1196.0,73.0,7.0,2.95,576,15,5
1,37000,3,1,0,16.47,1198.0,73.9,5.0,5.1,1145,25,7
6,65000,3,1,0,18.9,1061.0,67.0,5.0,1.5,1639,15,14
1,66000,3,1,0,17.0,1497.0,118.0,5.0,4.9,358,7,9
9,86000,3,1,0,14.8,1799.0,130.2,5.0,2.9,402,7,10
10,98437,3,1,0,13.0,1493.0,100.0,5.0,1.15,349,7,15
8,18000,3,1,0,18.5,1197.0,80.0,5.0,2.3,1808,8,10
7,35070,1,1,0,24.0,1120.0,70.0,5.0,5.99,790,8,2
10,42000,3,0,3,14.4,1598.0,103.6,5.0,3.4,1555,25,9
8,40000,3,1,0,20.36,1197.0,78.9,5.0,1.7,1800,8,11
8,43000,3,1,0,17.0,1197.0,80.0,5.0,1.99,1841,8,11
10,65000,3,1,0,18.6,1199.0,79.4,5.0,2.5,235,3,8
5,74000,1,1,0,22.07,1199.0,73.9,5.0,4.85,1137,25,7
5,51192,3,1,0,15.6,1196.0,70.0,5.0,2.65,717,6,10
7,14262,3,0,0,9.9,1984.0,207.8,2.0,27.35,1491,0,6
6,66339,1,1,2,25.1,1498.0,98.6,5.0,6.9,373,7,5
5,90200,1,1,0,20.0,1399.0,68.05,5.0,3.5,714,6,7
4,57854,1,1,0,12.99,2494.0,100.6,7.0,12.5,878,24,5
4,32000,3,0,0,19.12,1373.0,91.1,5.0,9.2,324,15,3
9,29631,3,0,0,18.9,1197.0,82.0,5.0,4.9,781,8,5
7,54173,3,1,0,18.88,999.0,123.24,5.0,5.55,547,6,6
0,50000,3,0,0,14.7,1798.0,177.6,5.0,13.5,1075,22,6
8,145000,1,1,0,20.4,1248.0,91.7,5.0,2.6,969,5,10
6,78000,3,1,0,16.1,1298.0,88.2,5.0,4.5,1471,15,5
4,65000,1,0,2,11.8,2993.0,180.0,7.0,34.0,1239,13,7
5,120000,1,1,0,12.8,2494.0,102.0,7.0,12.0,870,24,8
9,14000,1,1,0,28.4,1248.0,74.0,5.0,5.25,1461,15,5
7,57456,1,0,0,17.68,1968.0,174.33,5.0,21.56,101,0,6
3,44450,1,0,0,22.48,1995.0,190.0,5.0,24.68,40,1,8
4,63777,3,1,0,18.5,1197.0,82.9,5.0,3.67,1856,8,7
9,31000,1,0,0,17.05,1995.0,190.0,5.0,29.5,1658,1,4
4,60000,3,1,0,17.6,1496.0,88.73,5.0,3.1,634,24,8
0,78008,1,1,0,17.0,1405.0,70.0,5.0,2.9,842,23,5
1,33000,1,0,2,17.0,2987.0,165.0,5.0,43.0,978,16,6
9,27078,3,0,0,10.98,1984.0,114.4,4.0,15.95,239,25,11
5,57275,1,1,0,19.7,1598.0,103.6,5.0,4.5,1140,25,9
4,45000,1,1,0,24.0,1120.0,70.0,5.0,3.49,787,8,6
4,57319,1,1,0,25.2,1248.0,74.0,5.0,4.25,1474,15,6
2,121097,1,1,2,24.0,1396.0,88.76,5.0,1.9,1590,8,12
9,89000,1,0,0,16.73,1995.0,218.0,5.0,16.57,28,1,9
1,72000,3,1,0,17.0,1497.0,118.0,5.0,5.75,354,7,8
4,36000,1,0,2,16.55,1968.0,147.51,5.0,14.0,80,0,7
6,86000,1,1,2,19.5,1248.0,75.0,5.0,2.5,967,5,7
0,85000,3,1,0,13.0,1343.0,90.0,5.0,1.2,346,7,18
10,120000,3,1,2,15.5,1242.0,90.0,5.0,0.85,1125,5,15
7,37613,1,0,0,22.69,1995.0,190.0,5.0,13.95,10,1,7
2,100000,3,1,0,16.6,1388.0,68.0,5.0,1.6,664,6,13
3,5240,3,0,0,21.9,624.0,37.48,4.0,3.6,1028,23,4
9,20000,0,1,0,15.1,1196.0,73.0,5.0,4.5,574,15,2
3,16862,3,1,0,20.89,1197.0,81.8,5.0,6.06,805,15,1
3,59254,3,1,2,17.5,1298.0,85.8,5.0,5.29,1460,15,7
6,60000,1,1,0,22.7,1498.0,89.84,5.0,5.75,567,6,6
3,47674,3,1,0,19.1,1197.0,85.8,5.0,5.72,1452,15,6
7,61517,3,0,0,16.95,1197.0,78.9,5.0,4.39,1802,8,6
3,62946,1,1,0,15.1,2179.0,140.0,7.0,11.05,1711,14,4
4,66823,1,1,2,22.54,1396.0,88.73,5.0,4.83,1854,8,5
10,79494,0,1,0,33.54,998.0,67.04,5.0,2.96,1624,15,7
2,107000,1,1,2,21.27,1396.0,88.76,5.0,4.5,1845,8,8
9,55000,1,0,2,16.46,2993.0,258.0,5.0,19.5,56,1,9
9,24000,3,0,0,14.3,1598.0,103.52,5.0,8.75,1209,22,3
9,20002,1,0,0,14.75,2967.0,245.0,7.0,67.0,1181,0,4
7,54317,3,1,0,17.4,1497.0,117.3,5.0,8.4,386,7,4
9,10200,3,1,0,19.1,1197.0,82.0,5.0,4.99,1731,8,4
3,24337,1,1,0,26.0,1498.0,98.6,5.0,8.18,375,7,4
10,79000,3,1,0,18.4,1198.0,86.8,5.0,2.9,261,7,8
6,40500,1,1,0,28.09,1248.0,88.5,5.0,7.1,339,15,5
10,23000,1,1,0,26.59,1248.0,74.0,5.0,7.05,1450,15,4
10,63050,3,0,0,11.1,2354.0,158.8,5.0,17.5,278,7,5
9,78000,3,0,2,14.53,1794.0,138.1,5.0,3.41,433,24,12
10,70000,3,1,0,14.53,1590.0,138.1,5.0,1.3,224,15,15
3,66245,3,1,0,17.0,1497.0,118.0,5.0,5.68,358,7,8
1,74112,1,1,0,12.05,2179.0,120.0,9.0,4.1,1367,14,13
4,87670,3,1,0,13.4,1798.0,157.8,5.0,4.0,950,22,9
5,10000,1,0,0,18.88,1995.0,184.0,5.0,30.0,16,1,5
2,62493,3,1,0,15.0,1586.0,104.68,5.0,1.8,1305,15,13
7,44620,3,1,0,20.73,1373.0,91.1,5.0,6.93,336,15,5
1,66538,1,0,0,10.2,4367.0,308.0,7.0,70.0,1259,13,8
0,60000,1,1,0,12.99,2494.0,100.0,7.0,7.9,857,24,7
7,20842,3,1,0,12.99,1086.0,62.0,5.0,2.78,1335,8,9
2,110000,1,0,0,13.01,2199.0,194.3,7.0,14.4,1320,8,6
9,45000,3,0,2,11.74,1796.0,186.0,5.0,13.5,1056,16,9
9,40000,0,1,2,26.6,998.0,58.16,5.0,3.15,1636,15,6
3,49008,3,1,0,19.7,796.0,46.3,5.0,2.88,152,15,8
8,31000,3,1,0,24.7,796.0,47.3,5.0,2.15,134,15,4
10,8000,3,1,0,16.95,1498.0,97.7,5.0,3.75,1409,19,7
8,2100,3,1,0,24.07,998.0,67.1,5.0,3.6,147,15,2
3,20667,3,0,0,18.9,1197.0,81.86,5.0,7.55,779,8,2
8,50000,1,1,0,24.2,1498.0,98.6,7.0,4.7,1012,7,5
6,100030,1,1,2,18.8,1248.0,90.0,5.0,1.6,982,23,10
10,75372,1,1,0,16.52,1991.0,123.7,5.0,3.34,1103,3,9
7,60475,3,0,0,18.0,1497.0,117.3,5.0,9.1,381,7,4
7,18453,3,1,0,18.9,1197.0,81.86,5.0,6.17,778,8,1
5,96578,1,1,0,22.0,1582.0,126.2,5.0,2.5,1593,8,12
8,31001,3,1,0,18.44,1198.0,75.0,5.0,3.0,1002,19,4
6,65900,1,1,0,22.32,1582.0,126.32,5.0,5.75,1577,8,8
1,26246,3,1,0,15.29,1591.0,121.3,5.0,10.75,468,8,3
6,62700,3,1,2,20.51,998.0,67.04,5.0,2.85,1647,15,7
2,90000,3,0,0,10.2,2354.0,180.0,5.0,6.5,122,7,12
1,36000,3,0,0,16.8,1497.0,118.0,5.0,9.45,353,7,4
4,46000,1,1,0,27.39,1248.0,74.0,5.0,6.75,210,15,4
3,73003,1,1,0,26.0,1498.0,98.6,5.0,7.75,378,7,3
7,46566,1,1,0,22.54,1396.0,88.76,5.0,4.4,1851,8,6
6,41493,1,0,0,13.0,2987.0,265.0,5.0,42.0,519,16,5
7,103788,1,1,0,19.01,1461.0,108.5,5.0,5.67,1508,19,6
1,45000,1,0,0,19.6,1461.0,108.45,5.0,11.5,479,21,4
10,120000,3,1,0,18.9,998.0,67.1,5.0,1.69,1639,15,11
6,97359,1,1,2,17.1,1493.0,110.0,5.0,1.8,763,8,11
9,62000,3,1,0,18.5,1197.0,85.8,5.0,3.2,1229,15,4
7,18373,1,0,0,22.48,1995.0,187.74,5.0,45.86,42,1,1
5,60453,3,1,0,16.47,1198.0,74.0,5.0,5.1,1130,25,4
10,37000,1,1,0,17.8,1248.0,74.0,5.0,4.85,1474,15,7
9,69009,3,1,2,15.6,1196.0,70.0,5.0,2.4,719,6,10
5,30000,1,0,0,18.88,1995.0,184.0,5.0,22.0,10,1,7
4,70707,1,1,0,22.32,1582.0,126.32,5.0,4.28,1579,8,8
3,64677,1,1,0,20.45,1461.0,83.8,5.0,5.67,484,21,5
1,3000,3,0,0,18.9,1197.0,81.86,5.0,6.2,777,8,2
1,49000,1,0,2,17.05,1995.0,184.0,5.0,14.49,1663,1,7
10,71000,1,1,0,21.1,1248.0,73.9,5.0,3.0,1231,15,10
6,52000,3,1,2,19.81,1086.0,68.05,5.0,2.25,1787,8,10
7,35659,1,0,0,15.97,2993.0,258.0,7.0,43.78,1674,1,4
7,5377,3,1,0,16.8,1497.0,116.3,5.0,11.45,365,7,1
4,65000,1,0,0,11.18,2696.0,184.0,7.0,10.5,1401,14,6
3,92708,1,1,0,22.7,1498.0,89.84,5.0,7.48,568,6,5
3,48105,3,1,0,19.7,796.0,46.3,5.0,3.1,152,15,10
9,46759,3,1,0,16.47,1198.0,74.0,5.0,2.55,1130,25,9
6,62000,1,1,0,22.07,1199.0,73.9,5.0,3.5,1136,25,7
8,35175,1,1,0,22.07,1199.0,73.9,5.0,2.59,1137,25,8
8,70000,1,1,0,20.77,1248.0,88.8,7.0,5.45,623,15,7
8,30000,1,1,0,22.77,1498.0,98.59,5.0,6.0,554,6,3
8,66618,1,0,0,11.36,2755.0,171.5,7.0,15.49,890,24,4
9,69300,3,0,2,10.8,2497.0,150.0,5.0,12.5,43,1,10
8,148000,1,1,0,23.4,1248.0,74.0,5.0,4.75,1448,15,3
9,22000,3,1,0,18.88,999.0,123.24,5.0,7.85,564,6,3
0,75000,1,1,0,16.8,1493.0,110.0,5.0,6.0,1596,8,7
9,43706,3,1,0,17.57,1193.0,88.7,5.0,4.0,1779,23,4
9,42000,1,0,0,14.4,2967.0,241.4,5.0,28.75,110,0,9
10,65000,1,1,0,22.3,1248.0,74.0,5.0,2.5,831,23,8
4,76128,1,1,0,26.59,1248.0,74.0,5.0,5.5,1449,15,5
8,39852,3,1,0,16.0,1368.0,90.0,5.0,1.59,968,5,10
9,18673,3,1,0,18.6,1197.0,81.83,5.0,6.22,1812,8,3
8,11583,3,1,0,21.1,814.0,55.2,5.0,2.75,541,8,4
2,82000,3,1,2,21.1,1086.0,55.2,5.0,1.35,1342,8,13
10,50000,1,0,0,17.9,2143.0,136.0,5.0,25.0,743,16,3
4,77000,3,1,0,23.1,998.0,67.04,5.0,2.8,309,15,6
9,54890,3,1,2,17.8,1199.0,76.8,5.0,2.45,236,3,6
10,21000,3,0,0,19.0,1199.0,88.7,5.0,6.35,894,7,4
9,58557,1,0,3,16.07,1995.0,181.0,5.0,8.0,9,1,11
1,70000,1,1,0,19.01,1461.0,108.45,5.0,8.25,476,21,6
9,16000,3,0,0,17.01,1499.0,110.4,5.0,5.95,700,6,3
7,8899,1,1,0,13.68,2393.0,147.8,7.0,19.92,884,24,2
7,83629,1,1,0,25.44,936.0,56.3,5.0,3.15,232,3,4
2,35059,3,0,0,17.21,1798.0,189.0,4.0,5.75,1142,25,6
7,30552,1,0,0,10.91,3198.0,197.2,7.0,32.44,599,6,2
7,44875,1,0,2,22.32,1582.0,126.32,5.0,8.01,1578,8,4
3,25095,3,1,0,18.16,1196.0,86.8,5.0,6.48,694,6,3
6,59000,3,1,0,16.1,796.0,37.0,4.0,0.75,61,15,13
8,36000,1,1,0,26.0,1498.0,98.6,5.0,5.0,372,7,6
9,37000,1,1,0,16.0,2179.0,140.0,7.0,7.75,1714,14,8
2,90000,1,1,0,20.0,1399.0,68.0,5.0,2.6,715,6,10
10,17000,3,1,0,17.0,1497.0,121.36,5.0,9.2,551,6,2
9,42575,3,1,0,18.6,1197.0,81.83,5.0,5.05,1844,8,5
5,131000,1,1,0,12.99,2494.0,100.0,7.0,9.6,857,24,8
9,74000,1,1,0,20.46,1461.0,83.8,5.0,5.5,487,21,7
9,47234,1,1,0,12.99,2494.0,100.6,8.0,9.35,874,24,7
4,231673,3,1,0,17.0,1497.0,118.0,5.0,2.6,354,7,11
5,10000,3,1,0,24.07,998.0,67.1,5.0,3.5,147,15,4
7,49389,3,1,0,19.49,1198.0,67.04,5.0,4.26,993,19,4
2,12000,3,0,2,23.1,998.0,67.04,5.0,4.25,311,15,4
5,65000,3,1,2,11.7,1796.0,178.0,5.0,11.75,1032,16,10
2,177000,1,1,0,23.5,1498.0,88.7,5.0,3.5,684,6,7
6,89000,3,1,0,17.01,1591.0,121.3,5.0,7.5,1587,8,5
2,72000,3,0,3,15.0,1396.0,100.0,5.0,3.25,1814,8,11
2,49000,3,1,0,17.5,1298.0,85.8,5.0,4.9,1454,15,8
5,51355,1,0,0,14.84,2143.0,170.0,5.0,27.0,1051,16,6
7,13460,3,1,0,18.6,1197.0,81.86,5.0,8.91,589,8,3
7,35642,3,0,0,17.01,1591.0,121.4,5.0,6.69,1586,8,6
7,52895,1,1,0,17.3,1998.0,163.7,5.0,6.02,471,3,6
9,93000,3,1,0,14.28,1798.0,138.03,5.0,4.5,426,24,10
10,70000,3,1,0,19.0,998.0,66.1,5.0,2.0,73,15,9
8,32048,1,1,0,23.08,1461.0,63.1,5.0,2.4,999,19,8
10,4700,3,1,0,25.4,624.0,37.48,4.0,1.2,1021,23,7
4,71800,1,1,0,23.4,1248.0,74.0,5.0,2.9,1448,15,6
0,45000,1,0,0,17.32,1968.0,184.0,5.0,27.0,1156,0,4
2,15388,1,1,0,25.8,1498.0,98.6,5.0,7.5,177,7,4
9,98798,3,1,0,14.7,1599.0,104.0,5.0,1.5,1097,3,16
5,43000,1,0,0,14.16,1968.0,174.3,5.0,39.5,1164,0,4
5,85112,1,1,0,23.2,1248.0,73.94,5.0,3.39,1231,15,8
7,37804,1,1,0,15.4,2179.0,120.0,7.0,12.4,1374,14,2
2,45000,1,1,0,28.09,1248.0,88.5,5.0,6.85,340,15,6
10,116000,1,1,2,21.43,1364.0,138.0,5.0,5.75,434,24,9
2,100073,1,1,2,25.0,1396.0,69.0,5.0,2.0,825,23,5
6,165000,3,1,0,16.1,796.0,37.0,4.0,0.9,66,15,14
8,22000,3,1,0,16.47,1198.0,74.0,5.0,3.8,1130,25,5
4,9500,3,0,0,14.62,1999.0,149.92,5.0,16.35,581,8,3
5,152000,1,0,0,11.5,2982.0,169.0,7.0,16.5,728,24,8
3,17705,3,1,0,21.4,1197.0,83.1,5.0,8.7,227,15,1
9,12000,3,1,0,21.4,1197.0,83.1,5.0,6.1,227,15,4
5,51000,1,0,0,23.8,1998.0,112.0,5.0,21.94,420,17,7
2,42000,1,0,2,13.0,2987.0,210.0,5.0,22.0,1269,16,11
4,51000,3,1,0,20.92,998.0,67.1,5.0,2.65,143,15,5
7,42527,3,1,0,20.4,1197.0,81.8,5.0,5.27,1483,15,3
8,45000,1,1,0,22.1,1248.0,74.0,5.0,2.48,1318,3,6
8,70000,1,1,0,12.8,2494.0,102.0,8.0,6.0,859,24,9
9,92000,1,1,0,11.5,2982.0,171.0,7.0,8.9,727,24,11
5,57156,1,0,2,18.88,1995.0,184.0,5.0,18.0,16,1,8
3,53211,3,1,0,16.8,1395.0,138.02,5.0,11.64,1074,22,4
8,80000,1,1,0,11.5,2982.0,171.0,7.0,8.99,727,24,1
1,74000,1,0,0,15.5,1896.0,105.0,5.0,5.25,913,25,11
8,37000,1,1,0,23.0,1396.0,90.0,5.0,2.95,1818,8,9
9,64000,1,1,2,21.02,1248.0,88.76,5.0,2.65,991,23,7
10,57197,3,1,0,15.04,1598.0,103.6,5.0,4.0,1554,25,7
2,55000,1,0,0,17.6,1582.0,126.2,5.0,12.5,461,8,4
9,33000,3,1,0,21.1,1197.0,85.8,5.0,3.25,1232,15,6
4,70000,3,1,0,13.1,1997.0,141.1,5.0,4.0,274,7,12
4,75000,1,1,2,15.1,2179.0,140.0,7.0,6.25,1714,14,8
6,58095,1,1,0,21.66,1498.0,108.62,5.0,5.8,186,25,4
8,7445,3,1,0,17.57,1193.0,88.7,5.0,5.0,1777,23,5
7,17652,1,0,0,12.9,2993.0,270.88,5.0,58.73,1699,11,4
7,28321,3,0,0,14.28,1798.0,138.03,5.0,17.49,432,24,2
10,69000,3,1,2,19.0,998.0,66.1,5.0,1.95,73,15,9
9,80000,3,0,0,11.1,2354.0,142.0,5.0,3.0,130,7,13
4,42365,3,1,0,17.0,1197.0,80.0,5.0,5.5,1842,8,6
4,123000,1,0,0,12.55,2982.0,168.5,7.0,16.5,729,24,7
9,40000,3,0,2,11.74,1796.0,186.0,5.0,14.5,1041,16,9
5,30112,1,1,0,27.39,1248.0,74.0,5.0,7.79,210,15,4
7,43775,1,1,0,20.77,1248.0,88.76,7.0,8.27,618,15,3
7,26013,1,0,0,12.65,2993.0,255.0,5.0,97.07,1266,13,1
9,56000,3,1,0,12.9,1598.0,102.5,5.0,2.15,1101,3,8
5,95000,3,0,2,12.9,1799.0,130.0,5.0,3.0,400,7,12
3,41089,1,0,0,16.09,1995.0,184.0,5.0,28.79,1669,1,6
9,41988,1,0,0,20.0,1968.0,138.1,5.0,5.45,957,22,9
4,72486,1,1,0,23.4,1248.0,74.0,5.0,3.95,1449,15,7
10,92000,1,0,0,23.3,1984.0,150.0,5.0,16.0,1532,26,7
4,40000,3,1,0,17.5,1298.0,85.8,5.0,4.25,1460,15,7
1,56000,1,0,0,12.7,2179.0,187.7,5.0,34.5,1255,13,6
9,125000,3,0,3,11.7,2354.0,177.6,5.0,2.6,121,7,12
7,29219,1,1,0,12.99,2494.0,100.6,8.0,13.48,858,24,3
5,39927,1,1,0,12.55,2982.0,168.5,7.0,32.1,734,24,2
7,38593,3,1,0,18.7,1199.0,88.7,5.0,6.17,891,7,2
8,32000,3,1,0,17.0,1497.0,118.0,5.0,5.5,358,7,5
5,28226,1,0,0,28.4,1248.0,73.75,5.0,9.15,495,15,3
10,95000,1,1,0,21.64,1461.0,84.8,5.0,4.5,1405,19,6
2,194000,1,1,0,12.99,2494.0,100.6,8.0,10.5,858,24,6
3,14821,3,1,0,19.4,1198.0,86.8,5.0,5.37,259,7,4
1,52000,3,1,0,15.04,1598.0,103.6,5.0,5.45,1556,25,8
9,33000,1,1,0,16.0,2179.0,140.0,7.0,9.25,1709,14,4
2,29200,1,1,0,23.0,1498.0,98.96,5.0,7.7,549,6,4
5,99754,1,1,0,17.72,1968.0,108.49,5.0,7.99,1753,22,8
2,49000,3,1,0,20.36,1197.0,78.9,5.0,3.0,1798,8,8
5,299322,1,1,0,12.8,2494.0,102.0,8.0,4.0,859,24,15
3,38310,1,1,0,20.65,1248.0,88.7,5.0,6.69,1776,23,2
4,56000,1,1,0,22.9,1248.0,74.0,5.0,4.25,1473,15,6
8,31300,1,0,0,21.72,1498.0,108.4,5.0,10.5,1197,22,3
3,11241,1,1,0,13.68,2393.0,147.8,8.0,22.55,885,24,1
10,48000,3,1,2,17.01,1591.0,121.3,5.0,5.2,1580,8,6
3,23882,3,1,0,17.4,1497.0,117.3,5.0,11.87,387,7,1
5,65000,1,1,0,26.0,1498.0,98.6,5.0,6.99,371,7,6
6,50000,1,1,0,20.54,1598.0,103.6,5.0,5.0,1547,25,9
2,25000,1,0,0,12.19,2967.0,236.0,5.0,44.0,1168,0,6
2,21000,3,1,0,22.74,796.0,47.3,5.0,2.79,138,15,5
10,148000,1,1,2,21.12,1248.0,88.8,5.0,2.9,992,23,8
4,68000,3,1,0,15.29,1591.0,121.3,5.0,9.85,466,8,4
1,52000,1,0,0,12.0,2987.0,224.0,7.0,49.0,740,16,6
6,19000,1,1,0,16.55,2498.0,105.0,6.0,9.25,1513,14,4
9,74000,1,1,2,22.32,1582.0,126.3,5.0,3.75,1567,8,9
3,30279,1,1,0,26.1,1498.0,99.0,5.0,7.29,191,6,3
9,20000,1,0,0,20.7,1496.0,113.98,4.0,23.5,415,17,4
5,34834,3,1,0,14.0,796.0,35.0,5.0,2.6,1090,15,7
10,90000,1,1,2,21.03,1461.0,65.0,5.0,3.1,1560,14,5
